,TEAM,SEASON,PLAYERS
117,1610612751,2017-18,"['Allen Crabbe', 'Caris LeVert', ""D'Angelo Russell"", 'Dante Cunningham', 'DeMarre Carroll', 'Isaiah Whitehead', 'Jacob Wiley', 'Jahlil Okafor', 'James Webb III', 'Jarrett Allen', 'Jeremy Lin', 'Joe Harris', 'Milton Doyle', 'Nik Stauskas', 'Quincy Acy', 'Rashad Vaughn', 'Rondae Hollis-Jefferson', 'Sean Kilpatrick', 'Spencer Dinwiddie', 'Timofey Mozgov', 'Trevor Booker', 'Tyler Zeller']"
118,1610612751,2018-19,"['Alan Williams', 'Allen Crabbe', 'Caris LeVert', ""D'Angelo Russell"", 'DeMarre Carroll', 'Dzanan Musa', 'Ed Davis', 'Jared Dudley', 'Jarrett Allen', 'Joe Harris', 'Kenneth Faried', 'Mitchell Creek', 'Rodions Kurucs', 'Rondae Hollis-Jefferson', 'Shabazz Napier', 'Spencer Dinwiddie', 'Tahjere McCall', 'Theo Pinson', 'Treveon Graham']"
119,1610612751,2019-20,"['Caris LeVert', 'Chris Chiozza', 'David Nwaba', 'DeAndre Jordan', 'Dzanan Musa', 'Garrett Temple', 'Henry Ellenson', 'Iman Shumpert', 'Jarrett Allen', 'Jeremiah Martin', 'Joe Harris', 'Justin Anderson', 'Kyrie Irving', 'Nicolas Claxton', 'Rodions Kurucs', 'Spencer Dinwiddie', 'Taurean Prince', 'Theo Pinson', 'Timothe Luwawu-Cabarrot', 'Wilson Chandler']"
120,1610612752,2012-13,"[""Amar'e Stoudemire"", 'Carmelo Anthony', 'Chris Copeland', 'Earl Barron', 'Iman Shumpert', 'JR Smith', 'James White', 'Jason Kidd', 'Kenyon Martin', 'Kurt Thomas', 'Marcus Camby', 'Pablo Prigioni', 'Quentin Richardson', 'Rasheed Wallace', 'Raymond Felton', 'Ronnie Brewer', 'Solomon Jones', 'Steve Novak', 'Tyson Chandler']"
121,1610612752,2013-14,"[""Amar'e Stoudemire"", 'Andrea Bargnani', 'Beno Udrih', 'Carmelo Anthony', 'Chris Smith', 'Cole Aldrich', 'Earl Clark', 'Iman Shumpert', 'JR Smith', 'Jeremy Tyler', 'Kenyon Martin', 'Metta World Peace', 'Pablo Prigioni', 'Raymond Felton', 'Shannon Brown', 'Tim Hardaway Jr.', ""Toure' Murry"", 'Tyson Chandler']"
122,1610612752,2014-15,"['Alexey Shved', ""Amar'e Stoudemire"", 'Andrea Bargnani', 'Carmelo Anthony', 'Cleanthony Early', 'Cole Aldrich', 'Iman Shumpert', 'JR Smith', 'Jason Smith', 'Jose Calderon', 'Lance Thomas', 'Langston Galloway', 'Lou Amundson', 'Pablo Prigioni', 'Quincy Acy', 'Ricky Ledo', 'Samuel Dalembert', 'Shane Larkin', 'Tim Hardaway Jr.', 'Travis Wear']"
123,1610612752,2015-16,"['Arron Afflalo', 'Carmelo Anthony', 'Cleanthony Early', 'Derrick Williams', 'Jerian Grant', 'Jimmer Fredette', 'Jose Calderon', 'Kevin Seraphin', 'Kristaps Porzingis', ""Kyle O'Quinn"", 'Lance Thomas', 'Langston Galloway', 'Lou Amundson', 'Robin Lopez', 'Sasha Vujacic', 'Thanasis Antetokounmpo']"
124,1610612752,2016-17,"['Brandon Jennings', 'Carmelo Anthony', 'Chasson Randle', 'Courtney Lee', 'Derrick Rose', 'Joakim Noah', 'Justin Holiday', 'Kristaps Porzingis', ""Kyle O'Quinn"", 'Lance Thomas', 'Marshall Plumlee', 'Maurice Ndour', 'Mindaugas Kuzminskas', 'Ron Baker', 'Sasha Vujacic', 'Willy Hernangomez']"
125,1610612752,2017-18,"['Courtney Lee', 'Damyean Dotson', 'Doug McDermott', 'Emmanuel Mudiay', 'Enes Kanter', 'Frank Ntilikina', 'Isaiah Hicks', 'Jarrett Jack', 'Joakim Noah', 'Kristaps Porzingis', ""Kyle O'Quinn"", 'Lance Thomas', 'Luke Kornet', 'Michael Beasley', 'Mindaugas Kuzminskas', 'Ramon Sessions', 'Ron Baker', 'Tim Hardaway Jr.', 'Trey Burke', 'Troy Williams', 'Willy Hernangomez']"
126,1610612752,2018-19,"['Allonzo Trier', 'Billy Garrett', 'Courtney Lee', 'Damyean Dotson', 'DeAndre Jordan', 'Dennis Smith Jr.', 'Emmanuel Mudiay', 'Enes Kanter', 'Frank Ntilikina', 'Henry Ellenson', 'Isaiah Hicks', 'John Jenkins', 'Kadeem Allen', 'Kevin Knox II', 'Lance Thomas', 'Luke Kornet', 'Mario Hezonja', 'Mitchell Robinson', 'Noah Vonleh', 'Ron Baker', 'Tim Hardaway Jr.', 'Trey Burke', 'Wesley Matthews']"
127,1610612752,2019-20,"['Allonzo Trier', 'Bobby Portis', 'Damyean Dotson', 'Dennis Smith Jr.', 'Elfrid Payton', 'Frank Ntilikina', 'Ignas Brazdeikis', 'Julius Randle', 'Kadeem Allen', 'Kevin Knox II', 'Marcus Morris Sr.', 'Maurice Harkless', 'Mitchell Robinson', 'RJ Barrett', 'Reggie Bullock', 'Taj Gibson', 'Wayne Ellington']"
128,1610612753,2012-13,"['Al Harrington', 'Andrew Nicholson', 'Arron Afflalo', 'Beno Udrih', 'DeQuan Jones', 'Doron Lamb', ""E'Twaun Moore"", 'Glen Davis', 'Gustavo Ayon', 'Hedo Turkoglu', 'Ish Smith', 'JJ Redick', 'Jameer Nelson', 'Josh McRoberts', ""Kyle O'Quinn"", 'Maurice Harkless', 'Nikola Vucevic', 'Tobias Harris']"
129,1610612753,2013-14,"['Adonis Thomas', 'Andrew Nicholson', 'Arron Afflalo', 'Dewayne Dedmon', 'Doron Lamb', ""E'Twaun Moore"", 'Glen Davis', 'Jameer Nelson', 'Jason Maxiell', ""Kyle O'Quinn"", 'Maurice Harkless', 'Nikola Vucevic', 'Ronnie Price', 'Solomon Jones', 'Tobias Harris', 'Victor Oladipo']"
130,1610612753,2014-15,"['Aaron Gordon', 'Andrew Nicholson', 'Ben Gordon', 'Channing Frye', 'Devyn Marble', 'Dewayne Dedmon', 'Elfrid Payton', 'Evan Fournier', ""Kyle O'Quinn"", 'Luke Ridnour', 'Maurice Harkless', 'Nikola Vucevic', 'Tobias Harris', 'Victor Oladipo', 'Willie Green']"
131,1610612753,2015-16,"['Aaron Gordon', 'Andrew Nicholson', 'Brandon Jennings', 'C.J. Watson', 'Channing Frye', 'Devyn Marble', 'Dewayne Dedmon', 'Elfrid Payton', 'Ersan Ilyasova', 'Evan Fournier', 'Jason Smith', 'Keith Appling', 'Mario Hezonja', 'Nikola Vucevic', 'Shabazz Napier', 'Tobias Harris', 'Victor Oladipo']"
132,1610612753,2016-17,"['Aaron Gordon', 'Anthony Brown', 'Arinze Onuaku', 'Bismack Biyombo', 'C.J. Watson', 'C.J. Wilcox', 'D.J. Augustin', 'Damjan Rudez', 'Elfrid Payton', 'Evan Fournier', 'Jeff Green', 'Jodie Meeks', 'Marcus Georges-Hunt', 'Mario Hezonja', 'Nikola Vucevic', 'Patricio Garino', 'Serge Ibaka', 'Stephen Zimmerman', 'Terrence Ross']"
133,1610612753,2017-18,"['Aaron Gordon', 'Adreian Payne', 'Arron Afflalo', 'Bismack Biyombo', 'D.J. Augustin', 'Elfrid Payton', 'Evan Fournier', 'Jamel Artis', 'Jonathan Isaac', 'Jonathon Simmons', 'Khem Birch', 'Mario Hezonja', 'Marreese Speights', 'Nikola Vucevic', 'Rashad Vaughn', 'Rodney Purvis', 'Shelvin Mack', 'Terrence Ross', 'Wes Iwundu']"
134,1610612753,2018-19,"['Aaron Gordon', 'Amile Jefferson', 'D.J. Augustin', 'Evan Fournier', 'Isaiah Briscoe', 'Jarell Martin', 'Jerian Grant', 'Jonathan Isaac', 'Jonathon Simmons', 'Khem Birch', 'Melvin Frazier Jr.', 'Michael Carter-Williams', 'Mo Bamba', 'Nikola Vucevic', 'Terrence Ross', 'Troy Caupain', 'Wes Iwundu']"
135,1610612753,2019-20,"['Aaron Gordon', 'Al-Farouq Aminu', 'Amile Jefferson', 'BJ Johnson', 'D.J. Augustin', 'Evan Fournier', 'Gary Clark', 'James Ennis III', 'Jonathan Isaac', 'Josh Magette', 'Khem Birch', 'Markelle Fultz', 'Melvin Frazier Jr.', 'Michael Carter-Williams', 'Mo Bamba', 'Nikola Vucevic', 'Terrence Ross', 'Vic Law', 'Wes Iwundu']"
136,1610612754,2012-13,"['Ben Hansbrough', 'D.J. Augustin', 'Danny Granger', 'David West', 'Dominic McGuire', 'George Hill', 'Gerald Green', 'Ian Mahinmi', 'Jeff Ayres', 'Lance Stephenson', 'Miles Plumlee', 'Orlando Johnson', 'Paul George', 'Roy Hibbert', 'Sam Young', 'Tyler Hansbrough']"
137,1610612754,2013-14,"['Andrew Bynum', 'C.J. Watson', 'Chris Copeland', 'Danny Granger', 'David West', 'Donald Sloan', 'Evan Turner', 'George Hill', 'Ian Mahinmi', 'Lance Stephenson', 'Lavoy Allen', 'Luis Scola', 'Orlando Johnson', 'Paul George', 'Rasual Butler', 'Roy Hibbert', 'Solomon Hill']"
138,1610612754,2014-15,"['AJ Price', 'C.J. Watson', 'CJ Miles', 'Chris Copeland', 'Damjan Rudez', 'David West', 'Donald Sloan', 'George Hill', 'Ian Mahinmi', 'Lavoy Allen', 'Luis Scola', 'Paul George', 'Rodney Stuckey', 'Roy Hibbert', 'Shayne Whittington', 'Solomon Hill']"
139,1610612754,2015-16,"['CJ Miles', 'Chase Budinger', 'George Hill', 'Glenn Robinson III', 'Ian Mahinmi', 'Joe Young', 'Jordan Hill', 'Lavoy Allen', 'Monta Ellis', 'Myles Turner', 'Paul George', 'Rakeem Christmas', 'Rodney Stuckey', 'Shayne Whittington', 'Solomon Hill', 'Ty Lawson']"
140,1610612754,2016-17,"['Aaron Brooks', 'Al Jefferson', 'CJ Miles', 'Georges Niang', 'Glenn Robinson III', 'Jeff Teague', 'Joe Young', 'Kevin Seraphin', 'Lance Stephenson', 'Lavoy Allen', 'Monta Ellis', 'Myles Turner', 'Paul George', 'Rakeem Christmas', 'Rodney Stuckey', 'Thaddeus Young']"
141,1610612754,2017-18,"['Al Jefferson', 'Alex Poythress', 'Ben Moore', 'Bojan Bogdanovic', 'Cory Joseph', 'Damien Wilkins', 'Darren Collison', 'Domantas Sabonis', 'Edmond Sumner', 'Glenn Robinson III', 'Ike Anigbogu', 'Joe Young', 'Lance Stephenson', 'Myles Turner', 'TJ Leaf', 'Thaddeus Young', 'Trevor Booker', 'Trey McKinney-Jones', 'Victor Oladipo']"
142,1610612754,2018-19,"['Aaron Holiday', 'Alize Johnson', 'Bojan Bogdanovic', 'Cory Joseph', 'Darren Collison', 'Davon Reed', 'Domantas Sabonis', 'Doug McDermott', 'Edmond Sumner', 'Ike Anigbogu', ""Kyle O'Quinn"", 'Myles Turner', 'TJ Leaf', 'Thaddeus Young', 'Tyreke Evans', 'Victor Oladipo', 'Wesley Matthews']"
143,1610612754,2019-20,"['Aaron Holiday', 'Alize Johnson', 'Brian Bowen II', 'Domantas Sabonis', 'Doug McDermott', 'Edmond Sumner', 'Goga Bitadze', 'JaKarr Sampson', 'Jeremy Lamb', 'Justin Holiday', 'Malcolm Brogdon', 'Myles Turner', 'Naz Mitrou-Long', 'T.J. McConnell', 'T.J. Warren', 'TJ Leaf', 'Victor Oladipo']"
144,1610612755,2012-13,"['Arnett Moultrie', 'Charles Jenkins', 'Damien Wilkins', 'Dorell Wright', 'Evan Turner', 'Jason Richardson', 'Jeremy Pargo', 'Jrue Holiday', 'Justin Holiday', 'Kwame Brown', 'Lavoy Allen', 'Maalik Wayns', 'Nick Young', 'Royal Ivey', 'Shelvin Mack', 'Spencer Hawes', 'Thaddeus Young']"
145,1610612755,2013-14,"['Adonis Thomas', 'Arnett Moultrie', 'Brandon Davies', 'Byron Mullens', 'Casper Ware', 'Daniel Orton', 'Darius Johnson-Odom', 'Darius Morris', 'Dewayne Dedmon', 'Elliot Williams', 'Eric Maynor', 'Evan Turner', 'Henry Sims', 'Hollis Thompson', 'James Anderson', 'James Nunnally', 'Jarvis Varnado', 'Lavoy Allen', 'Lorenzo Brown', 'Michael Carter-Williams', 'Spencer Hawes', 'Thaddeus Young', 'Tony Wroten']"
146,1610612755,2014-15,"['Alexey Shved', 'Brandon Davies', 'Chris Johnson', 'Drew Gordon', 'Furkan Aldemir', 'Glenn Robinson III', 'Henry Sims', 'Hollis Thompson', 'Isaiah Canaan', 'Ish Smith', 'JaKarr Sampson', 'JaVale McGee', 'Jason Richardson', 'Jerami Grant', 'KJ McDaniels', 'Larry Drew II', 'Luc Mbah a Moute', 'Malcolm Lee', 'Malcolm Thomas', 'Michael Carter-Williams', 'Nerlens Noel', 'Robert Covington', 'Thomas Robinson', 'Tim Frazier', 'Tony Wroten']"
147,1610612755,2015-16,"['Carl Landry', 'Christian Wood', 'Elton Brand', 'Hollis Thompson', 'Isaiah Canaan', 'Ish Smith', 'JaKarr Sampson', 'Jahlil Okafor', 'Jerami Grant', 'Kendall Marshall', 'Nerlens Noel', 'Nik Stauskas', 'Phil Pressey', 'Richaun Holmes', 'Robert Covington', 'Sonny Weems', 'T.J. McConnell', 'Tony Wroten']"
148,1610612755,2016-17,"['Alex Poythress', 'Chasson Randle', 'Dario Saric', 'Ersan Ilyasova', 'Gerald Henderson', 'Hollis Thompson', 'Jahlil Okafor', 'Jerami Grant', 'Jerryd Bayless', 'Joel Embiid', 'Justin Anderson', 'Justin Harper', 'Nerlens Noel', 'Nik Stauskas', 'Richaun Holmes', 'Robert Covington', 'Sergio Rodriguez', 'Shawn Long', 'T.J. McConnell', 'Tiago Splitter', 'Timothe Luwawu-Cabarrot']"
149,1610612755,2017-18,"['Amir Johnson', 'Ben Simmons', 'Dario Saric', 'Demetrius Jackson', 'Ersan Ilyasova', 'Furkan Korkmaz', 'JJ Redick', 'Jacob Pullen', 'Jahlil Okafor', 'James Michael McAdoo', 'James Young', 'Jerryd Bayless', 'Joel Embiid', 'Justin Anderson', 'Larry Drew II', 'Marco Belinelli', 'Markelle Fultz', 'Nik Stauskas', 'Richaun Holmes', 'Robert Covington', 'T.J. McConnell', 'Timothe Luwawu-Cabarrot', 'Trevor Booker']"
150,1610612755,2018-19,"['Amir Johnson', 'Ben Simmons', 'Boban Marjanovic', 'Corey Brewer', 'Dario Saric', 'Demetrius Jackson', 'Furkan Korkmaz', 'Greg Monroe', 'Haywood Highsmith', 'JJ Redick', 'James Ennis III', 'Jimmy Butler', 'Joel Embiid', 'Jonah Bolden', 'Jonathon Simmons', 'Justin Patton', 'Landry Shamet', 'Markelle Fultz', 'Mike Muscala', 'Mike Scott', 'Robert Covington', 'Shake Milton', 'T.J. McConnell', 'Tobias Harris', 'Wilson Chandler', 'Zhaire Smith']"
151,1610612755,2019-20,"['Al Horford', 'Alec Burks', 'Ben Simmons', 'Furkan Korkmaz', 'Glenn Robinson III', 'James Ennis III', 'Joel Embiid', 'Jonah Bolden', 'Josh Richardson', ""Kyle O'Quinn"", 'Marial Shayok', 'Matisse Thybulle', 'Mike Scott', 'Norvel Pelle', 'Raul Neto', 'Shake Milton', 'Tobias Harris', 'Trey Burke', 'Zhaire Smith']"
152,1610612756,2012-13,"['Diante Garrett', 'Goran Dragic', 'Hamed Haddadi', 'Jared Dudley', ""Jermaine O'Neal"", 'Kendall Marshall', 'Luis Scola', 'Luke Zeller', 'Marcin Gortat', 'Marcus Morris Sr.', 'Markieff Morris', 'Michael Beasley', 'P.J. Tucker', 'Sebastian Telfair', 'Shannon Brown', 'Wesley Johnson']"
153,1610612756,2013-14,"['Alex Len', 'Archie Goodwin', 'Channing Frye', 'Dionte Christmas', 'Eric Bledsoe', 'Gerald Green', 'Goran Dragic', 'Ish Smith', 'Leandro Barbosa', 'Marcus Morris Sr.', 'Markieff Morris', 'Miles Plumlee', 'P.J. Tucker', 'Shavlik Randolph', 'Viacheslav Kravtsov']"
154,1610612756,2014-15,"['AJ Price', 'Alex Len', 'Anthony Tolliver', 'Archie Goodwin', 'Brandan Wright', 'Brandon Knight', 'Earl Barron', 'Eric Bledsoe', 'Gerald Green', 'Goran Dragic', 'Isaiah Thomas', 'Jerel McNeal', 'Marcus Morris Sr.', 'Marcus Thornton', 'Markieff Morris', 'Miles Plumlee', 'P.J. Tucker', 'Reggie Bullock', 'Seth Curry', 'Shavlik Randolph', 'T.J. Warren', 'Tyler Ennis', 'Zoran Dragic']"
155,1610612756,2015-16,"['Alan Williams', 'Alex Len', 'Archie Goodwin', 'Brandon Knight', 'Bryce Cotton', 'Chase Budinger', 'Cory Jefferson', 'Devin Booker', 'Eric Bledsoe', 'John Jenkins', 'Jon Leuer', 'Jordan McRae', 'Kris Humphries', 'Lorenzo Brown', 'Markieff Morris', 'Mirza Teletovic', 'Orlando Johnson', 'P.J. Tucker', 'Phil Pressey', 'Ronnie Price', 'Sonny Weems', 'T.J. Warren', 'Tyson Chandler']"
156,1610612756,2016-17,"['Alan Williams', 'Alex Len', 'Brandon Knight', 'Derrick Jones Jr.', 'Devin Booker', 'Dragan Bender', 'Elijah Millsap', 'Eric Bledsoe', 'Jared Dudley', 'Jarell Eddie', 'John Jenkins', 'Leandro Barbosa', 'Marquese Chriss', 'P.J. Tucker', 'Ronnie Price', 'T.J. Warren', 'Tyler Ulis', 'Tyson Chandler']"
157,1610612756,2017-18,"['Alan Williams', 'Alec Peters', 'Alex Len', 'Danuel House Jr.', 'Davon Reed', 'Derrick Jones Jr.', 'Devin Booker', 'Dragan Bender', 'Elfrid Payton', 'Eric Bledsoe', 'Greg Monroe', 'Isaiah Canaan', 'Jared Dudley', 'Josh Gray', 'Josh Jackson', 'Marquese Chriss', 'Mike James', 'Shaquille Harrison', 'T.J. Warren', 'Troy Daniels', 'Tyler Ulis', 'Tyson Chandler']"
158,1610612756,2018-19,"[""De'Anthony Melton"", 'Deandre Ayton', 'Devin Booker', 'Dragan Bender', 'Elie Okobo', 'Emanuel Terry', 'Eric Moreland', 'George King', 'Isaiah Canaan', 'Jamal Crawford', 'Jawun Evans', 'Jimmer Fredette', 'Josh Jackson', 'Kelly Oubre Jr.', 'Mikal Bridges', 'Quincy Acy', 'Ray Spalding', 'Richaun Holmes', 'Ryan Anderson', 'T.J. Warren', 'Trevor Ariza', 'Troy Daniels', 'Tyler Johnson', 'Tyson Chandler']"
159,1610612756,2019-20,"['Aron Baynes', 'Cameron Johnson', 'Cheick Diallo', 'Dario Saric', 'Deandre Ayton', 'Devin Booker', 'Elie Okobo', 'Frank Kaminsky', 'Jalen Lecque', 'Jared Harper', 'Jevon Carter', 'Jonah Bolden', 'Kelly Oubre Jr.', 'Mikal Bridges', 'Ricky Rubio', 'Tariq Owens', 'Ty Jerome', 'Tyler Johnson']"
160,1610612757,2012-13,"['Damian Lillard', 'Eric Maynor', 'JJ Hickson', 'Jared Jeffries', 'Joel Freeland', 'LaMarcus Aldridge', 'Luke Babbitt', 'Meyers Leonard', 'Nicolas Batum', 'Nolan Smith', 'Ronnie Price', 'Sasha Pavlovic', 'Victor Claver', 'Wesley Matthews', 'Will Barton']"
161,1610612757,2013-14,"['Allen Crabbe', 'CJ McCollum', 'Damian Lillard', 'Dorell Wright', 'Earl Watson', 'Joel Freeland', 'LaMarcus Aldridge', 'Meyers Leonard', 'Mo Williams', 'Nicolas Batum', 'Robin Lopez', 'Thomas Robinson', 'Victor Claver', 'Wesley Matthews', 'Will Barton']"
162,1610612757,2014-15,"['Allen Crabbe', 'Alonzo Gee', 'Arron Afflalo', 'CJ McCollum', 'Chris Kaman', 'Damian Lillard', 'Dorell Wright', 'Joel Freeland', 'LaMarcus Aldridge', 'Meyers Leonard', 'Nicolas Batum', 'Robin Lopez', 'Steve Blake', 'Thomas Robinson', 'Tim Frazier', 'Victor Claver', 'Wesley Matthews', 'Will Barton']"
163,1610612757,2015-16,"['Al-Farouq Aminu', 'Allen Crabbe', 'Brian Roberts', 'CJ McCollum', 'Chris Kaman', 'Cliff Alexander', 'Damian Lillard', 'Ed Davis', 'Gerald Henderson', 'Luis Montero', 'Mason Plumlee', 'Maurice Harkless', 'Meyers Leonard', 'Noah Vonleh', 'Pat Connaughton', 'Tim Frazier']"
164,1610612757,2016-17,"['Al-Farouq Aminu', 'Allen Crabbe', 'CJ McCollum', 'Damian Lillard', 'Ed Davis', 'Evan Turner', 'Jake Layman', 'Jusuf Nurkic', 'Mason Plumlee', 'Maurice Harkless', 'Meyers Leonard', 'Noah Vonleh', 'Pat Connaughton', 'Shabazz Napier', 'Tim Quarterman']"
165,1610612757,2017-18,"['Al-Farouq Aminu', 'CJ McCollum', 'Caleb Swanigan', 'Damian Lillard', 'Ed Davis', 'Evan Turner', 'Georgios Papagiannis', 'Jake Layman', 'Jusuf Nurkic', 'Maurice Harkless', 'Meyers Leonard', 'Noah Vonleh', 'Pat Connaughton', 'Shabazz Napier', 'Wade Baldwin IV', 'Zach Collins']"
166,1610612757,2018-19,"['Al-Farouq Aminu', 'Anfernee Simons', 'CJ McCollum', 'Caleb Swanigan', 'Damian Lillard', 'Enes Kanter', 'Evan Turner', 'Gary Trent Jr.', 'Jake Layman', 'Jusuf Nurkic', 'Maurice Harkless', 'Meyers Leonard', 'Nik Stauskas', 'Rodney Hood', 'Seth Curry', 'Skal Labissiere', 'Wade Baldwin IV', 'Zach Collins']"
167,1610612757,2019-20,"['Anfernee Simons', 'Anthony Tolliver', 'CJ McCollum', 'Caleb Swanigan', 'Carmelo Anthony', 'Damian Lillard', 'Gary Trent Jr.', 'Hassan Whiteside', 'Jaylen Hoard', 'Kent Bazemore', 'Mario Hezonja', 'Moses Brown', 'Nassir Little', 'Rodney Hood', 'Skal Labissiere', 'Trevor Ariza', 'Wenyen Gabriel', 'Zach Collins']"
168,1610612758,2012-13,"['Aaron Brooks', 'Chuck Hayes', 'Cole Aldrich', 'DeMarcus Cousins', 'Francisco Garcia', 'Isaiah Thomas', 'James Johnson', 'Jason Thompson', 'Jimmer Fredette', 'John Salmons', 'Marcus Thornton', 'Patrick Patterson', 'Thomas Robinson', 'Toney Douglas', 'Travis Outlaw', 'Tyler Honeycutt', 'Tyreke Evans']"
169,1610612758,2013-14,"['Aaron Gray', 'Ben McLemore', 'Carl Landry', 'Chuck Hayes', 'DeMarcus Cousins', 'Derrick Williams', 'Greivis Vasquez', 'Hamady Ndiaye', 'Isaiah Thomas', 'Jared Cunningham', 'Jason Thompson', 'Jimmer Fredette', 'John Salmons', 'Luc Mbah a Moute', 'Marcus Thornton', 'Orlando Johnson', 'Patrick Patterson', 'Quincy Acy', 'Ray McCallum', 'Reggie Evans', 'Royce White', 'Rudy Gay', 'Travis Outlaw']"
170,1610612758,2014-15,"['Andre Miller', 'Ben McLemore', 'Carl Landry', 'Darren Collison', 'David Stockton', 'David Wear', 'DeMarcus Cousins', 'Derrick Williams', 'Eric Moreland', 'Jason Thompson', 'Nik Stauskas', 'Omri Casspi', 'Quincy Miller', 'Ramon Sessions', 'Ray McCallum', 'Reggie Evans', 'Rudy Gay', 'Ryan Hollins', 'Sim Bhullar']"
171,1610612758,2015-16,"['Ben McLemore', 'Caron Butler', 'Darren Collison', 'DeMarcus Cousins', 'Duje Dukan', 'Eric Moreland', 'James Anderson', 'Kosta Koufos', 'Marco Belinelli', 'Omri Casspi', 'Quincy Acy', 'Rajon Rondo', 'Rudy Gay', 'Seth Curry', 'Willie Cauley-Stein']"
172,1610612758,2016-17,"['Anthony Tolliver', 'Arron Afflalo', 'Ben McLemore', 'Buddy Hield', 'Darren Collison', 'DeMarcus Cousins', 'Garrett Temple', 'Georgios Papagiannis', 'Jordan Farmar', 'Kosta Koufos', 'Langston Galloway', 'Malachi Richardson', 'Matt Barnes', 'Omri Casspi', 'Rudy Gay', 'Skal Labissiere', 'Ty Lawson', 'Tyreke Evans', 'Willie Cauley-Stein']"
173,1610612758,2017-18,"['Bogdan Bogdanovic', 'Bruno Caboclo', 'Buddy Hield', ""De'Aaron Fox"", 'Frank Mason', 'Garrett Temple', 'George Hill', 'Georgios Papagiannis', 'JaKarr Sampson', 'Jack Cooley', 'Justin Jackson', 'Kosta Koufos', 'Malachi Richardson', 'Nigel Hayes', 'Skal Labissiere', 'Vince Carter', 'Willie Cauley-Stein', 'Zach Randolph']"
174,1610612758,2018-19,"['Alec Burks', 'BJ Johnson', 'Ben McLemore', 'Bogdan Bogdanovic', 'Buddy Hield', 'Caleb Swanigan', 'Corey Brewer', ""De'Aaron Fox"", 'Frank Mason', 'Harrison Barnes', 'Harry Giles III', 'Iman Shumpert', 'Justin Jackson', 'Kosta Koufos', 'Marvin Bagley III', 'Nemanja Bjelica', 'Skal Labissiere', 'Troy Williams', 'Willie Cauley-Stein', 'Yogi Ferrell']"
175,1610612758,2019-20,"['Alex Len', 'Anthony Tolliver', 'Bogdan Bogdanovic', 'Buddy Hield', 'Caleb Swanigan', 'Cory Joseph', 'DaQuan Jeffries', ""De'Aaron Fox"", 'Dewayne Dedmon', 'Eric Mika', 'Harrison Barnes', 'Harry Giles III', 'Jabari Parker', 'Justin James', 'Kent Bazemore', 'Kyle Guy', 'Marvin Bagley III', 'Nemanja Bjelica', 'Richaun Holmes', 'Trevor Ariza', 'Wenyen Gabriel', 'Yogi Ferrell']"
176,1610612759,2012-13,"['Aron Baynes', 'Boris Diaw', 'Cory Joseph', 'Danny Green', 'DeJuan Blair', 'Gary Neal', 'James Anderson', 'Kawhi Leonard', 'Manu Ginobili', 'Matt Bonner', 'Nando De Colo', 'Patty Mills', 'Stephen Jackson', 'Tiago Splitter', 'Tim Duncan', 'Tony Parker']"
177,1610612759,2013-14,"['Aron Baynes', 'Austin Daye', 'Boris Diaw', 'Cory Joseph', 'Damion James', 'Danny Green', 'Jeff Ayres', 'Kawhi Leonard', 'Malcolm Thomas', 'Manu Ginobili', 'Marco Belinelli', 'Matt Bonner', 'Nando De Colo', 'Othyus Jeffers', 'Patty Mills', 'Shannon Brown', 'Tiago Splitter', 'Tim Duncan', 'Tony Parker']"
