,TEAM,SEASON,PLAYERS
178,1610612759,2014-15,"['Aron Baynes', 'Austin Daye', 'Boris Diaw', 'Cory Joseph', 'Danny Green', 'JaMychal Green', 'Jeff Ayres', 'Kawhi Leonard', 'Kyle Anderson', 'Manu Ginobili', 'Marco Belinelli', 'Matt Bonner', 'Patty Mills', 'Reggie Williams', 'Tiago Splitter', 'Tim Duncan', 'Tony Parker']"
179,1610612759,2015-16,"['Andre Miller', 'Boban Marjanovic', 'Boris Diaw', 'Danny Green', 'David West', 'Jonathon Simmons', 'Kawhi Leonard', 'Kevin Martin', 'Kyle Anderson', 'LaMarcus Aldridge', 'Manu Ginobili', 'Matt Bonner', 'Patty Mills', 'Rasual Butler', 'Ray McCallum', 'Tim Duncan', 'Tony Parker']"
180,1610612759,2016-17,"['Bryn Forbes', 'Danny Green', 'David Lee', 'Davis Bertans', 'Dejounte Murray', 'Dewayne Dedmon', 'Joel Anthony', 'Jonathon Simmons', 'Kawhi Leonard', 'Kyle Anderson', 'LaMarcus Aldridge', 'Manu Ginobili', 'Nicolas Laprovittola', 'Patty Mills', 'Pau Gasol', 'Tony Parker']"
181,1610612759,2017-18,"['Brandon Paul', 'Bryn Forbes', 'Danny Green', 'Darrun Hilliard', 'Davis Bertans', 'Dejounte Murray', 'Derrick White', 'Joffrey Lauvergne', 'Kawhi Leonard', 'Kyle Anderson', 'LaMarcus Aldridge', 'Manu Ginobili', 'Matt Costello', 'Patty Mills', 'Pau Gasol', 'Rudy Gay', 'Tony Parker']"
182,1610612759,2018-19,"['Bryn Forbes', 'Chimezie Metu', 'Dante Cunningham', 'Davis Bertans', 'DeMar DeRozan', 'Derrick White', 'Donatas Motiejunas', 'Drew Eubanks', 'Jakob Poeltl', 'LaMarcus Aldridge', 'Lonnie Walker IV', 'Marco Belinelli', 'Patty Mills', 'Pau Gasol', 'Quincy Pondexter', 'Rudy Gay']"
183,1610612759,2019-20,"['Bryn Forbes', 'Chimezie Metu', 'DeMar DeRozan', 'DeMarre Carroll', 'Dejounte Murray', 'Derrick White', 'Drew Eubanks', 'Jakob Poeltl', 'Keldon Johnson', 'LaMarcus Aldridge', 'Lonnie Walker IV', 'Luka Samanic', 'Marco Belinelli', 'Patty Mills', 'Quinndary Weatherspoon', 'Rudy Gay', 'Trey Lyles']"
184,1610612760,2012-13,"['Daniel Orton', 'DeAndre Liggins', 'Derek Fisher', 'Eric Maynor', 'Hasheem Thabeet', 'Jeremy Lamb', 'Kendrick Perkins', 'Kevin Durant', 'Kevin Martin', 'Nick Collison', 'Perry Jones III', 'Reggie Jackson', 'Ronnie Brewer', 'Russell Westbrook', 'Serge Ibaka', 'Thabo Sefolosha']"
185,1610612760,2013-14,"['Andre Roberson', 'Caron Butler', 'Derek Fisher', 'Hasheem Thabeet', 'Jeremy Lamb', 'Kendrick Perkins', 'Kevin Durant', 'Mustafa Shakur', 'Nick Collison', 'Perry Jones III', 'Reggie Jackson', 'Reggie Williams', 'Royal Ivey', 'Russell Westbrook', 'Ryan Gomes', 'Serge Ibaka', 'Steven Adams', 'Thabo Sefolosha']"
186,1610612760,2014-15,"['Andre Roberson', 'Anthony Morrow', 'D.J. Augustin', 'Dion Waiters', 'Enes Kanter', 'Grant Jerrett', 'Ish Smith', 'Jeremy Lamb', 'Kendrick Perkins', 'Kevin Durant', 'Kyle Singler', 'Lance Thomas', 'Mitch McGary', 'Nick Collison', 'Perry Jones III', 'Reggie Jackson', 'Russell Westbrook', 'Sebastian Telfair', 'Serge Ibaka', 'Steve Novak', 'Steven Adams']"
187,1610612760,2015-16,"['Andre Roberson', 'Anthony Morrow', 'Cameron Payne', 'D.J. Augustin', 'Dion Waiters', 'Enes Kanter', 'Josh Huestis', 'Kevin Durant', 'Kyle Singler', 'Mitch McGary', 'Nazr Mohammed', 'Nick Collison', 'Randy Foye', 'Russell Westbrook', 'Serge Ibaka', 'Steve Novak', 'Steven Adams']"
188,1610612760,2016-17,"['Alex Abrines', 'Andre Roberson', 'Anthony Morrow', 'Cameron Payne', 'Domantas Sabonis', 'Doug McDermott', 'Enes Kanter', 'Ersan Ilyasova', 'Jerami Grant', 'Joffrey Lauvergne', 'Josh Huestis', 'Kyle Singler', 'Nick Collison', 'Norris Cole', 'Russell Westbrook', 'Semaj Christon', 'Steven Adams', 'Taj Gibson', 'Victor Oladipo']"
189,1610612760,2017-18,"['Alex Abrines', 'Andre Roberson', 'Carmelo Anthony', 'Corey Brewer', 'Dakari Johnson', 'Daniel Hamilton', 'Jerami Grant', 'Josh Huestis', 'Kyle Singler', 'Nick Collison', 'PJ Dozier', 'Patrick Patterson', 'Paul George', 'Raymond Felton', 'Russell Westbrook', 'Steven Adams', 'Terrance Ferguson']"
190,1610612760,2018-19,"['Abdel Nader', 'Alex Abrines', 'Dennis Schroder', 'Deonte Burton', 'Donte Grantham', 'Hamidou Diallo', 'Jawun Evans', 'Jerami Grant', 'Markieff Morris', 'Nerlens Noel', 'Patrick Patterson', 'Paul George', 'Raymond Felton', 'Russell Westbrook', 'Steven Adams', 'Terrance Ferguson', 'Timothe Luwawu-Cabarrot', 'Tyler Davis']"
191,1610612760,2019-20,"['Abdel Nader', 'Chris Paul', 'Danilo Gallinari', 'Darius Bazley', 'Dennis Schroder', 'Deonte Burton', 'Devon Hall', 'Hamidou Diallo', 'Isaiah Roby', 'Justin Patton', 'Kevin Hervey', 'Luguentz Dort', 'Mike Muscala', 'Nerlens Noel', 'Shai Gilgeous-Alexander', 'Steven Adams', 'Terrance Ferguson']"
192,1610612761,2012-13,"['Aaron Gray', 'Alan Anderson', 'Amir Johnson', 'Andrea Bargnani', 'DeMar DeRozan', 'Dominic McGuire', 'Ed Davis', 'John Lucas III', 'Jonas Valanciunas', 'Jose Calderon', 'Kyle Lowry', 'Landry Fields', 'Linas Kleiza', 'Mickael Pietrus', 'Quincy Acy', 'Rudy Gay', 'Sebastian Telfair', 'Terrence Ross']"
193,1610612761,2013-14,"['Aaron Gray', 'Amir Johnson', 'Austin Daye', 'Chuck Hayes', 'D.J. Augustin', 'DeMar DeRozan', 'Dwight Buycks', 'Greivis Vasquez', 'John Salmons', 'Jonas Valanciunas', 'Julyan Stone', 'Kyle Lowry', 'Landry Fields', 'Nando De Colo', 'Patrick Patterson', 'Quincy Acy', 'Rudy Gay', 'Steve Novak', 'Terrence Ross', 'Tyler Hansbrough']"
194,1610612761,2014-15,"['Amir Johnson', 'Bruno Caboclo', 'Chuck Hayes', 'DeMar DeRozan', 'Greg Stiemsma', 'Greivis Vasquez', 'James Johnson', 'Jonas Valanciunas', 'Kyle Lowry', 'Landry Fields', 'Lou Williams', 'Lucas Nogueira', 'Patrick Patterson', 'Terrence Ross', 'Tyler Hansbrough']"
195,1610612761,2015-16,"['Anthony Bennett', 'Bismack Biyombo', 'Bruno Caboclo', 'Cory Joseph', 'DeMar DeRozan', 'DeMarre Carroll', 'Delon Wright', 'James Johnson', 'Jason Thompson', 'Jonas Valanciunas', 'Kyle Lowry', 'Lucas Nogueira', 'Luis Scola', 'Norman Powell', 'Patrick Patterson', 'Terrence Ross']"
196,1610612761,2016-17,"['Bruno Caboclo', 'Cory Joseph', 'DeMar DeRozan', 'DeMarre Carroll', 'Delon Wright', 'Fred VanVleet', 'Jakob Poeltl', 'Jared Sullinger', 'Jonas Valanciunas', 'Kyle Lowry', 'Lucas Nogueira', 'Norman Powell', 'P.J. Tucker', 'Pascal Siakam', 'Patrick Patterson', 'Serge Ibaka', 'Terrence Ross']"
197,1610612761,2017-18,"['Alfonzo McKinnie', 'Bruno Caboclo', 'CJ Miles', 'DeMar DeRozan', 'Delon Wright', 'Fred VanVleet', 'Jakob Poeltl', 'Jonas Valanciunas', 'Kyle Lowry', 'Lorenzo Brown', 'Lucas Nogueira', 'Malachi Richardson', 'Malcolm Miller', 'Nigel Hayes', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Serge Ibaka']"
198,1610612761,2018-19,"['CJ Miles', 'Chris Boucher', 'Danny Green', 'Delon Wright', 'Eric Moreland', 'Fred VanVleet', 'Greg Monroe', 'Jeremy Lin', 'Jodie Meeks', 'Jonas Valanciunas', 'Jordan Loyd', 'Kawhi Leonard', 'Kyle Lowry', 'Lorenzo Brown', 'Malachi Richardson', 'Malcolm Miller', 'Marc Gasol', 'Norman Powell', 'OG Anunoby', 'Pascal Siakam', 'Patrick McCaw', 'Serge Ibaka']"
199,1610612761,2019-20,"['Chris Boucher', 'Dewan Hernandez', 'Fred VanVleet', 'Kyle Lowry', 'Malcolm Miller', 'Marc Gasol', 'Matt Thomas', 'Norman Powell', 'OG Anunoby', 'Oshae Brissett', 'Pascal Siakam', 'Patrick McCaw', 'Paul Watson', 'Rondae Hollis-Jefferson', 'Serge Ibaka', 'Shamorie Ponds', 'Stanley Johnson', 'Terence Davis']"
200,1610612762,2012-13,"['Al Jefferson', 'Alec Burks', 'DeMarre Carroll', 'Derrick Favors', 'Earl Watson', 'Enes Kanter', 'Gordon Hayward', 'Jamaal Tinsley', 'Jeremy Evans', 'Kevin Murphy', 'Marvin Williams', 'Mo Williams', 'Paul Millsap', 'Randy Foye']"
201,1610612762,2013-14,"['Alec Burks', 'Andris Biedrins', 'Brandon Rush', 'Derrick Favors', 'Diante Garrett', 'Enes Kanter', 'Gordon Hayward', 'Ian Clark', 'Jamaal Tinsley', 'Jeremy Evans', 'John Lucas III', 'Malcolm Thomas', 'Marvin Williams', 'Mike Harris', 'Richard Jefferson', 'Rudy Gobert', 'Trey Burke']"
202,1610612762,2014-15,"['Alec Burks', 'Bryce Cotton', 'Chris Johnson', 'Dante Exum', 'Derrick Favors', 'Elijah Millsap', 'Elliot Williams', 'Enes Kanter', 'Gordon Hayward', 'Grant Jerrett', 'Ian Clark', 'Jack Cooley', 'Jeremy Evans', 'Jerrelle Benimon', 'Joe Ingles', 'Patrick Christopher', 'Rodney Hood', 'Rudy Gobert', 'Steve Novak', ""Toure' Murry"", 'Trevor Booker', 'Trey Burke']"
203,1610612762,2015-16,"['Alec Burks', 'Chris Johnson', 'Derrick Favors', 'Elijah Millsap', 'Erick Green', 'Gordon Hayward', ""JJ O'Brien"", 'Jeff Withey', 'Joe Ingles', 'Raul Neto', 'Rodney Hood', 'Rudy Gobert', 'Shelvin Mack', 'Tibor Pleiss', 'Trevor Booker', 'Trey Burke', 'Trey Lyles']"
204,1610612762,2016-17,"['Alec Burks', 'Boris Diaw', 'Dante Exum', 'Derrick Favors', 'George Hill', 'Gordon Hayward', 'Jeff Withey', 'Joe Ingles', 'Joe Johnson', 'Joel Bolomboy', 'Raul Neto', 'Rodney Hood', 'Rudy Gobert', 'Shelvin Mack', 'Trey Lyles']"
205,1610612762,2017-18,"['Alec Burks', 'Dante Exum', 'David Stockton', 'Derrick Favors', 'Donovan Mitchell', 'Ekpe Udoh', 'Erik McCree', 'Georges Niang', 'Jae Crowder', 'Joe Ingles', 'Joe Johnson', 'Jonas Jerebko', 'Nate Wolters', 'Naz Mitrou-Long', 'Raul Neto', 'Ricky Rubio', 'Rodney Hood', ""Royce O'Neale"", 'Rudy Gobert', 'Thabo Sefolosha', 'Tony Bradley']"
206,1610612762,2018-19,"['Alec Burks', 'Dante Exum', 'Derrick Favors', 'Donovan Mitchell', 'Ekpe Udoh', 'Georges Niang', 'Grayson Allen', 'Jae Crowder', 'Joe Ingles', 'Kyle Korver', 'Naz Mitrou-Long', 'Raul Neto', 'Ricky Rubio', ""Royce O'Neale"", 'Rudy Gobert', 'Thabo Sefolosha', 'Tony Bradley', 'Tyler Cavanaugh']"
207,1610612762,2019-20,"['Bojan Bogdanovic', 'Dante Exum', 'Donovan Mitchell', 'Ed Davis', 'Emmanuel Mudiay', 'Georges Niang', 'Jarrell Brantley', 'Jeff Green', 'Joe Ingles', 'Jordan Clarkson', 'Justin Wright-Foreman', 'Juwan Morgan', 'Mike Conley', 'Miye Oni', 'Nigel Williams-Goss', 'Rayjon Tucker', ""Royce O'Neale"", 'Rudy Gobert', 'Stanton Kidd', 'Tony Bradley']"
208,1610612763,2012-13,"['Austin Daye', 'Chris Johnson', 'Darrell Arthur', 'Dexter Pittman', 'Ed Davis', 'Hamed Haddadi', 'Jerryd Bayless', 'Jon Leuer', 'Josh Selby', 'Keyon Dooling', 'Marc Gasol', 'Marreese Speights', 'Mike Conley', 'Quincy Pondexter', 'Rudy Gay', 'Tayshaun Prince', 'Tony Allen', 'Tony Wroten', 'Wayne Ellington', 'Zach Randolph']"
209,1610612763,2013-14,"['Beno Udrih', 'Courtney Lee', 'Darius Morris', 'Ed Davis', 'Jamaal Franklin', 'James Johnson', 'Jerryd Bayless', 'Jon Leuer', 'Kosta Koufos', 'Marc Gasol', 'Mike Conley', 'Mike Miller', 'Nick Calathes', 'Quincy Pondexter', 'Seth Curry', 'Tayshaun Prince', 'Tony Allen', 'Zach Randolph']"
210,1610612763,2014-15,"['Beno Udrih', 'Courtney Lee', 'JaMychal Green', 'Jarnell Stokes', 'Jeff Green', 'Jon Leuer', 'Jordan Adams', 'Kalin Lucas', 'Kosta Koufos', 'Marc Gasol', 'Mike Conley', 'Nick Calathes', 'Quincy Pondexter', 'Russ Smith', 'Tayshaun Prince', 'Tony Allen', 'Tyrus Thomas', 'Vince Carter', 'Zach Randolph']"
211,1610612763,2015-16,"['Alex Stepheson', 'Beno Udrih', 'Brandan Wright', 'Briante Weber', 'Bryce Cotton', 'Chris Andersen', 'Courtney Lee', 'Elliot Williams', 'JaMychal Green', 'James Ennis III', 'Jarell Martin', 'Jarnell Stokes', 'Jeff Green', 'Jordan Adams', 'Jordan Farmar', 'Lance Stephenson', 'Marc Gasol', 'Mario Chalmers', 'Matt Barnes', 'Mike Conley', 'PJ Hairston', 'Ray McCallum', 'Russ Smith', 'Ryan Hollins', 'Tony Allen', 'Vince Carter', 'Xavier Munford', 'Zach Randolph']"
212,1610612763,2016-17,"['Andrew Harrison', 'Brandan Wright', 'Chandler Parsons', 'Deyonta Davis', 'JaMychal Green', 'James Ennis III', 'Jarell Martin', 'Marc Gasol', 'Mike Conley', 'Toney Douglas', 'Tony Allen', 'Troy Daniels', 'Troy Williams', 'Vince Carter', 'Wade Baldwin IV', 'Wayne Selden', 'Zach Randolph']"
213,1610612763,2017-18,"['Andrew Harrison', 'Ben McLemore', 'Brandan Wright', 'Briante Weber', 'Brice Johnson', 'Chandler Parsons', 'Deyonta Davis', 'Dillon Brooks', 'Ivan Rabb', 'JaMychal Green', 'James Ennis III', 'Jarell Martin', 'Kobi Simmons', 'MarShon Brooks', 'Marc Gasol', 'Mario Chalmers', 'Marquis Teague', 'Mike Conley', 'Myke Henry', 'Omari Johnson', 'Tyreke Evans', 'Vincent Hunter', 'Wayne Selden', 'Xavier Rathan-Mayes']"
214,1610612763,2018-19,"['Andrew Harrison', 'Avery Bradley', 'Bruno Caboclo', 'CJ Miles', 'Chandler Parsons', 'DJ Stephens', 'Delon Wright', 'Dillon Brooks', 'Dusty Hannahs', 'Garrett Temple', 'Ivan Rabb', 'JaMychal Green', 'Jaren Jackson Jr.', 'Jevon Carter', 'Joakim Noah', 'Jonas Valanciunas', 'Julian Washburn', 'Justin Holiday', 'Kyle Anderson', 'MarShon Brooks', 'Marc Gasol', 'Mike Conley', 'Omri Casspi', 'Shelvin Mack', 'Tyler Dorsey', 'Tyler Zeller', 'Wayne Selden', 'Yuta Watanabe']"
215,1610612763,2019-20,"['Anthony Tolliver', 'Brandon Clarke', 'Bruno Caboclo', ""De'Anthony Melton"", 'Dillon Brooks', 'Dusty Hannahs', 'Gorgui Dieng', 'Grayson Allen', 'Ja Morant', 'Jae Crowder', 'Jaren Jackson Jr.', 'Jarrod Uthoff', 'John Konchar', 'Jonas Valanciunas', 'Jordan Bell', 'Josh Jackson', 'Kyle Anderson', 'Marko Guduric', 'Solomon Hill', 'Tyus Jones', 'Yuta Watanabe']"
216,1610612764,2012-13,"['AJ Price', 'Bradley Beal', 'Cartier Martin', 'Chris Singleton', 'Earl Barron', 'Emeka Okafor', 'Garrett Temple', 'Jan Vesely', 'Jannero Pargo', 'Jason Collins', 'John Wall', 'Jordan Crawford', 'Kevin Seraphin', 'Martell Webster', 'Nene', 'Shaun Livingston', 'Shelvin Mack', 'Trevor Ariza', 'Trevor Booker']"
217,1610612764,2013-14,"['Al Harrington', 'Andre Miller', 'Bradley Beal', 'Chris Singleton', 'Drew Gooden', 'Eric Maynor', 'Garrett Temple', 'Glen Rice', 'Jan Vesely', 'John Wall', 'Kevin Seraphin', 'Marcin Gortat', 'Martell Webster', 'Nene', 'Otto Porter Jr.', 'Trevor Ariza', 'Trevor Booker']"
218,1610612764,2014-15,"['Andre Miller', 'Bradley Beal', 'DeJuan Blair', 'Drew Gooden', 'Garrett Temple', 'Glen Rice', 'John Wall', 'Kevin Seraphin', 'Kris Humphries', 'Marcin Gortat', 'Martell Webster', 'Nene', 'Otto Porter Jr.', 'Paul Pierce', 'Ramon Sessions', 'Rasual Butler', ""Toure' Murry"", 'Will Bynum']"
219,1610612764,2015-16,"['Alan Anderson', 'Bradley Beal', 'DeJuan Blair', 'Drew Gooden', 'Garrett Temple', 'Gary Neal', 'JJ Hickson', 'Jared Dudley', 'Jarell Eddie', 'John Wall', 'Kelly Oubre Jr.', 'Kris Humphries', 'Marcin Gortat', 'Marcus Thornton', 'Markieff Morris', 'Nene', 'Otto Porter Jr.', 'Ramon Sessions', 'Ryan Hollins']"
220,1610612764,2016-17,"['Andrew Nicholson', 'Bojan Bogdanovic', 'Bradley Beal', 'Brandon Jennings', 'Chris McCullough', 'Daniel Ochefu', 'Danuel House Jr.', 'Ian Mahinmi', 'Jason Smith', 'John Wall', 'Kelly Oubre Jr.', 'Marcin Gortat', 'Marcus Thornton', 'Markieff Morris', 'Otto Porter Jr.', 'Sheldon Mac', 'Tomas Satoransky', 'Trey Burke']"
221,1610612764,2017-18,"['Bradley Beal', 'Chris McCullough', 'Devin Robinson', 'Ian Mahinmi', 'Jason Smith', 'Jodie Meeks', 'John Wall', 'Kelly Oubre Jr.', 'Marcin Gortat', 'Markieff Morris', 'Mike Scott', 'Otto Porter Jr.', 'Ramon Sessions', 'Tim Frazier', 'Tomas Satoransky']"
222,1610612764,2018-19,"['Austin Rivers', 'Bobby Portis', 'Bradley Beal', 'Chasson Randle', 'Devin Robinson', 'Dwight Howard', 'Gary Payton II', 'Ian Mahinmi', 'Jabari Parker', 'Jason Smith', 'Jeff Green', 'John Jenkins', 'John Wall', 'Jordan McRae', 'Kelly Oubre Jr.', 'Markieff Morris', 'Okaro White', 'Otto Porter Jr.', 'Ron Baker', 'Sam Dekker', 'Thomas Bryant', 'Tomas Satoransky', 'Trevor Ariza', 'Troy Brown Jr.', 'Wesley Johnson']"
223,1610612764,2019-20,"['Admiral Schofield', 'Anzejs Pasecniks', 'Bradley Beal', 'CJ Miles', 'Chris Chiozza', 'Davis Bertans', 'Garrison Mathews', 'Gary Payton II', 'Ian Mahinmi', 'Isaac Bonga', 'Isaiah Thomas', 'Ish Smith', 'Jerome Robinson', 'Johnathan Williams', 'Jordan McRae', 'Justin Robinson', 'Moritz Wagner', 'Rui Hachimura', 'Shabazz Napier', 'Thomas Bryant', 'Troy Brown Jr.']"
224,1610612765,2012-13,"['Andre Drummond', 'Austin Daye', 'Brandon Knight', 'Charlie Villanueva', 'Corey Maggette', 'Greg Monroe', 'Jason Maxiell', 'Jonas Jerebko', 'Jose Calderon', 'Khris Middleton', 'Kim English', 'Kyle Singler', 'Rodney Stuckey', 'Tayshaun Prince', 'Viacheslav Kravtsov', 'Will Bynum']"
225,1610612765,2013-14,"['Andre Drummond', 'Brandon Jennings', 'Charlie Villanueva', 'Chauncey Billups', 'Gigi Datome', 'Greg Monroe', 'Jonas Jerebko', 'Josh Harrellson', 'Josh Smith', 'Kentavious Caldwell-Pope', 'Kyle Singler', 'Peyton Siva', 'Rodney Stuckey', 'Tony Mitchell', 'Will Bynum']"
226,1610612765,2014-15,"['Andre Drummond', 'Anthony Tolliver', 'Brandon Jennings', 'Caron Butler', 'Cartier Martin', 'D.J. Augustin', 'Gigi Datome', 'Greg Monroe', 'Jodie Meeks', 'Joel Anthony', 'John Lucas III', 'Jonas Jerebko', 'Josh Smith', 'Kentavious Caldwell-Pope', 'Kyle Singler', 'Quincy Miller', 'Reggie Jackson', 'Shawne Williams', 'Spencer Dinwiddie', 'Tayshaun Prince']"
227,1610612765,2015-16,"['Andre Drummond', 'Anthony Tolliver', 'Aron Baynes', 'Brandon Jennings', 'Darrun Hilliard', 'Ersan Ilyasova', 'Jodie Meeks', 'Joel Anthony', 'Justin Harper', 'Kentavious Caldwell-Pope', 'Marcus Morris Sr.', 'Reggie Bullock', 'Reggie Jackson', 'Spencer Dinwiddie', 'Stanley Johnson', 'Steve Blake', 'Tobias Harris']"
228,1610612765,2016-17,"['Andre Drummond', 'Aron Baynes', 'Beno Udrih', 'Boban Marjanovic', 'Darrun Hilliard', 'Henry Ellenson', 'Ish Smith', 'Jon Leuer', 'Kentavious Caldwell-Pope', 'Marcus Morris Sr.', 'Michael Gbinije', 'Reggie Bullock', 'Reggie Jackson', 'Stanley Johnson', 'Tobias Harris']"
229,1610612765,2017-18,"['Andre Drummond', 'Anthony Tolliver', 'Avery Bradley', 'Blake Griffin', 'Boban Marjanovic', 'Dwight Buycks', 'Eric Moreland', 'Henry Ellenson', 'Ish Smith', 'Jameer Nelson', 'James Ennis III', 'Jon Leuer', 'Kay Felder', 'Langston Galloway', 'Luis Montero', 'Luke Kennard', 'Reggie Bullock', 'Reggie Hearn', 'Reggie Jackson', 'Stanley Johnson', 'Tobias Harris', 'Willie Reed']"
230,1610612765,2018-19,"['Andre Drummond', 'Blake Griffin', 'Bruce Brown', 'Glenn Robinson III', 'Henry Ellenson', 'Ish Smith', 'Jon Leuer', 'Jose Calderon', 'Kalin Lucas', 'Khyri Thomas', 'Langston Galloway', 'Luke Kennard', 'Reggie Bullock', 'Reggie Jackson', 'Stanley Johnson', 'Svi Mykhailiuk', 'Thon Maker', 'Wayne Ellington', 'Zach Lofton', 'Zaza Pachulia']"
231,1610612765,2019-20,"['Andre Drummond', 'Blake Griffin', 'Brandon Knight', 'Bruce Brown', 'Christian Wood', 'Derrick Rose', 'Derrick Walton Jr.', 'Donta Hall', 'John Henson', 'Jordan Bone', 'Jordan McRae', 'Khyri Thomas', 'Langston Galloway', 'Louis King', 'Luke Kennard', 'Markieff Morris', 'Reggie Jackson', 'Sekou Doumbouya', 'Svi Mykhailiuk', 'Thon Maker', 'Tim Frazier', 'Tony Snell']"
232,1610612766,2012-13,"['Ben Gordon', 'Bismack Biyombo', 'Brendan Haywood', 'Byron Mullens', 'Cory Higgins', 'DeSagana Diop', 'Gerald Henderson', 'Hakim Warrick', 'Jannero Pargo', 'Jeff Adrien', 'Jeffery Taylor', 'Josh McRoberts', 'Kemba Walker', 'Matt Carroll', 'Michael Kidd-Gilchrist', 'Ramon Sessions', 'Reggie Williams', 'Tyrus Thomas']"
233,1610612766,2013-14,"['Al Jefferson', 'Anthony Tolliver', 'Ben Gordon', 'Bismack Biyombo', 'Chris Douglas-Roberts', 'Cody Zeller', 'DJ White', 'Gary Neal', 'Gerald Henderson', 'James Southerland', 'Jannero Pargo', 'Jeff Adrien', 'Jeffery Taylor', 'Josh McRoberts', 'Justin Hamilton', 'Kemba Walker', 'Luke Ridnour', 'Michael Kidd-Gilchrist', 'Ramon Sessions']"
234,1610612766,2014-15,"['Al Jefferson', 'Bismack Biyombo', 'Brian Roberts', 'Cody Zeller', 'Gary Neal', 'Gerald Henderson', 'Jannero Pargo', 'Jason Maxiell', 'Jeffery Taylor', 'Kemba Walker', 'Lance Stephenson', 'Marvin Williams', 'Michael Kidd-Gilchrist', 'Mo Williams', 'Noah Vonleh', 'PJ Hairston', 'Troy Daniels']"
235,1610612766,2015-16,"['Aaron Harrison', 'Al Jefferson', 'Brian Roberts', 'Cody Zeller', 'Courtney Lee', 'Frank Kaminsky', 'Jeremy Lamb', 'Jeremy Lin', 'Jorge Gutierrez', 'Kemba Walker', 'Marvin Williams', 'Michael Kidd-Gilchrist', 'Nicolas Batum', 'PJ Hairston', 'Spencer Hawes', 'Troy Daniels', 'Tyler Hansbrough']"
236,1610612766,2016-17,"['Aaron Harrison', 'Brian Roberts', 'Briante Weber', 'Christian Wood', 'Cody Zeller', 'Frank Kaminsky', 'Jeremy Lamb', ""Johnny O'Bryant III"", 'Kemba Walker', 'Marco Belinelli', 'Marvin Williams', 'Michael Kidd-Gilchrist', 'Mike Tobey', 'Miles Plumlee', 'Nicolas Batum', 'Ramon Sessions', 'Roy Hibbert', 'Spencer Hawes', 'Treveon Graham']"
237,1610612766,2017-18,"['Cody Zeller', 'Dwayne Bacon', 'Dwight Howard', 'Frank Kaminsky', 'Jeremy Lamb', ""Johnny O'Bryant III"", 'Julyan Stone', 'Kemba Walker', 'Malik Monk', 'Mangok Mathiang', 'Marcus Paige', 'Marvin Williams', 'Michael Carter-Williams', 'Michael Kidd-Gilchrist', 'Nicolas Batum', 'Treveon Graham', 'Willy Hernangomez']"
238,1610612766,2018-19,"['Bismack Biyombo', 'Cody Zeller', ""Devonte' Graham"", 'Dwayne Bacon', 'Frank Kaminsky', 'J.P. Macura', 'Jeremy Lamb', 'Joe Chealey', 'Kemba Walker', 'Malik Monk', 'Marvin Williams', 'Michael Kidd-Gilchrist', 'Miles Bridges', 'Nicolas Batum', 'Shelvin Mack', 'Tony Parker', 'Willy Hernangomez']"
239,1610612766,2019-20,"['Bismack Biyombo', 'Caleb Martin', 'Cody Martin', 'Cody Zeller', ""Devonte' Graham"", 'Dwayne Bacon', 'Jalen McDaniels', 'Joe Chealey', 'Malik Monk', 'Marvin Williams', 'Michael Kidd-Gilchrist', 'Miles Bridges', 'Nicolas Batum', 'P.J. Washington', 'Terry Rozier', 'Willy Hernangomez']"
